rrp,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
16.59,201,0.01,194,7,96.52,3.48
16.6,195,0.01,176,19,90.26,9.74
16.61,397,0.01,314,83,79.09,20.91
16.62,97,0.0,55,42,56.7,43.3
16.63,11,0.0,10,1,90.91,9.09
16.67,549,0.02,448,101,81.6,18.4
16.68,18,0.0,12,6,66.67,33.33
16.69,112,0.0,104,8,92.86,7.14
16.7,135,0.0,113,22,83.7,16.3
16.71,218,0.01,151,67,69.27,30.73
16.72,3357,0.12,2612,745,77.81,22.19
16.75,23,0.0,21,2,91.3,8.7
16.76,119,0.0,97,22,81.51,18.49
16.78,32,0.0,27,5,84.38,15.62
16.79,106,0.0,84,22,79.25,20.75
16.8,595,0.02,470,125,78.99,21.01
16.82,1445,0.05,943,502,65.26,34.74
16.83,233,0.01,189,44,81.12,18.88
16.84,10,0.0,10,0,100.0,0.0
16.85,61,0.0,51,10,83.61,16.39
16.87,102,0.0,63,39,61.76,38.24
16.89,1722,0.06,1579,143,91.7,8.3
16.9,18,0.0,16,2,88.89,11.11
16.91,196,0.01,172,24,87.76,12.24
16.92,25,0.0,25,0,100.0,0.0
16.93,72,0.0,61,11,84.72,15.28
16.94,2351,0.09,1813,538,77.12,22.88
16.95,47,0.0,43,4,91.49,8.51
16.96,494,0.02,351,143,71.05,28.95
17.0,1641,0.06,1335,306,81.35,18.65
17.01,309,0.01,201,108,65.05,34.95
17.03,62,0.0,56,6,90.32,9.68
17.04,2060,0.07,1492,568,72.43,27.57
17.05,2100,0.08,1572,528,74.86,25.14
17.07,106,0.0,100,6,94.34,5.66
17.11,399,0.01,300,99,75.19,24.81
17.13,43,0.0,41,2,95.35,4.65
17.15,1747,0.06,1202,545,68.8,31.2
17.16,809,0.03,685,124,84.67,15.33
17.17,18,0.0,17,1,94.44,5.56
17.18,448,0.02,335,113,74.78,25.22
17.19,129,0.0,108,21,83.72,16.28
17.22,1303,0.05,973,330,74.67,25.33
17.23,465,0.02,252,213,54.19,45.81
17.24,1005,0.04,782,223,77.81,22.19
17.25,1492,0.05,1015,477,68.03,31.97
17.27,5133,0.19,3956,1177,77.07,22.93
17.28,180,0.01,137,43,76.11,23.89
17.29,137,0.0,124,13,90.51,9.49
17.3,763,0.03,690,73,90.43,9.57
17.31,801,0.03,585,216,73.03,26.97
17.33,237,0.01,171,66,72.15,27.85
17.35,165,0.01,160,5,96.97,3.03
17.36,70,0.0,69,1,98.57,1.43
17.37,43,0.0,32,11,74.42,25.58
17.38,2202,0.08,1726,476,78.38,21.62
17.4,235,0.01,217,18,92.34,7.66
17.42,114,0.0,100,14,87.72,12.28
17.44,1469,0.05,1313,156,89.38,10.62
17.45,153,0.01,108,45,70.59,29.41
17.46,20,0.0,16,4,80.0,20.0
17.48,241,0.01,194,47,80.5,19.5
17.49,6108,0.22,4841,1267,79.26,20.74
17.51,19,0.0,14,5,73.68,26.32
17.52,889,0.03,567,322,63.78,36.22
17.53,36,0.0,34,2,94.44,5.56
17.55,12970,0.47,9930,3040,76.56,23.44
17.56,470,0.02,339,131,72.13,27.87
17.57,4803,0.17,3351,1452,69.77,30.23
17.58,100,0.0,92,8,92.0,8.0
17.59,2804,0.1,2217,587,79.07,20.93
17.6,1421,0.05,1074,347,75.58,24.42
17.62,14,0.0,14,0,100.0,0.0
17.63,71,0.0,55,16,77.46,22.54
17.64,663,0.02,558,105,84.16,15.84
17.66,7,0.0,7,0,100.0,0.0
17.68,100,0.0,76,24,76.0,24.0
17.69,571,0.02,431,140,75.48,24.52
17.71,65,0.0,57,8,87.69,12.31
17.72,124,0.0,108,16,87.1,12.9
17.74,5,0.0,4,1,80.0,20.0
17.75,231,0.01,215,16,93.07,6.93
17.77,707,0.03,550,157,77.79,22.21
17.78,696,0.03,593,103,85.2,14.8
17.79,381,0.01,322,59,84.51,15.49
17.8,932,0.03,630,302,67.6,32.4
17.82,3456,0.13,2269,1187,65.65,34.35
17.83,715,0.03,665,50,93.01,6.99
17.86,289,0.01,233,56,80.62,19.38
17.88,161,0.01,117,44,72.67,27.33
17.89,73,0.0,69,4,94.52,5.48
17.9,26,0.0,24,2,92.31,7.69
17.91,61,0.0,42,19,68.85,31.15
17.92,114,0.0,108,6,94.74,5.26
17.93,1120,0.04,943,177,84.2,15.8
17.96,37,0.0,25,12,67.57,32.43
17.97,100,0.0,91,9,91.0,9.0
17.99,93,0.0,81,12,87.1,12.9
18.0,137,0.0,100,37,72.99,27.01
18.01,52,0.0,49,3,94.23,5.77
18.04,6389,0.23,4023,2366,62.97,37.03
18.05,21,0.0,16,5,76.19,23.81
18.07,69,0.0,60,9,86.96,13.04
18.1,1856,0.07,1684,172,90.73,9.27
18.12,349,0.01,269,80,77.08,22.92
18.13,421,0.02,349,72,82.9,17.1
18.14,948,0.03,822,126,86.71,13.29
18.15,3050,0.11,2161,889,70.85,29.15
18.16,185,0.01,148,37,80.0,20.0
18.17,161,0.01,144,17,89.44,10.56
18.19,607,0.02,466,141,76.77,23.23
18.21,1566,0.06,1079,487,68.9,31.1
18.22,24,0.0,22,2,91.67,8.33
18.25,109,0.0,82,27,75.23,24.77
18.26,306,0.01,261,45,85.29,14.71
18.27,956,0.03,742,214,77.62,22.38
18.28,177,0.01,171,6,96.61,3.39
18.29,65,0.0,44,21,67.69,32.31
18.3,140,0.01,82,58,58.57,41.43
18.32,94,0.0,66,28,70.21,29.79
18.33,243,0.01,190,53,78.19,21.81
18.37,2063,0.07,1816,247,88.03,11.97
18.38,168,0.01,126,42,75.0,25.0
18.39,25,0.0,18,7,72.0,28.0
18.4,531,0.02,441,90,83.05,16.95
18.41,586,0.02,548,38,93.52,6.48
18.43,146,0.01,116,30,79.45,20.55
18.44,319,0.01,246,73,77.12,22.88
18.45,111,0.0,91,20,81.98,18.02
18.46,111,0.0,96,15,86.49,13.51
18.47,75,0.0,70,5,93.33,6.67
18.48,7190,0.26,4644,2546,64.59,35.41
18.49,14,0.0,11,3,78.57,21.43
18.51,31,0.0,26,5,83.87,16.13
18.52,125,0.0,110,15,88.0,12.0
18.54,1803,0.07,1469,334,81.48,18.52
18.55,161,0.01,133,28,82.61,17.39
18.56,307,0.01,198,109,64.5,35.5
18.58,5434,0.2,3639,1795,66.97,33.03
18.59,2261,0.08,1899,362,83.99,16.01
18.64,10423,0.38,7760,2663,74.45,25.55
18.66,2911,0.11,2394,517,82.24,17.76
18.67,574,0.02,428,146,74.56,25.44
18.68,1038,0.04,891,147,85.84,14.16
18.69,11259,0.41,7361,3898,65.38,34.62
18.7,912,0.03,694,218,76.1,23.9
18.71,47,0.0,39,8,82.98,17.02
18.72,985,0.04,794,191,80.61,19.39
18.73,412,0.01,325,87,78.88,21.12
18.76,58,0.0,51,7,87.93,12.07
18.77,104,0.0,100,4,96.15,3.85
18.79,32,0.0,28,4,87.5,12.5
18.8,320,0.01,269,51,84.06,15.94
18.81,2922,0.11,2254,668,77.14,22.86
18.82,5,0.0,5,0,100.0,0.0
18.83,2635,0.1,1657,978,62.88,37.12
18.85,23,0.0,23,0,100.0,0.0
18.86,13,0.0,13,0,100.0,0.0
18.88,7,0.0,5,2,71.43,28.57
18.89,94,0.0,64,30,68.09,31.91
18.9,447,0.02,278,169,62.19,37.81
18.91,46,0.0,31,15,67.39,32.61
18.92,180,0.01,127,53,70.56,29.44
18.94,69,0.0,65,4,94.2,5.8
18.95,622,0.02,412,210,66.24,33.76
18.96,4842,0.18,2783,2059,57.48,42.52
18.98,173,0.01,156,17,90.17,9.83
18.99,112,0.0,66,46,58.93,41.07
19.0,4,0.0,3,1,75.0,25.0
19.01,234,0.01,211,23,90.17,9.83
19.02,1523,0.06,1192,331,78.27,21.73
19.03,444,0.02,350,94,78.83,21.17
19.04,4711,0.17,4236,475,89.92,10.08
19.06,6,0.0,6,0,100.0,0.0
19.07,13,0.0,12,1,92.31,7.69
19.09,84,0.0,72,12,85.71,14.29
19.1,11,0.0,10,1,90.91,9.09
19.11,12,0.0,12,0,100.0,0.0
19.14,1884,0.07,1619,265,85.93,14.07
19.15,629,0.02,347,282,55.17,44.83
19.16,16,0.0,14,2,87.5,12.5
19.17,85,0.0,77,8,90.59,9.41
19.18,2132,0.08,1330,802,62.38,37.62
19.2,2055,0.07,1547,508,75.28,24.72
19.21,305,0.01,215,90,70.49,29.51
19.22,407,0.01,288,119,70.76,29.24
19.24,2422,0.09,1663,759,68.66,31.34
19.25,4593,0.17,3595,998,78.27,21.73
19.26,60,0.0,45,15,75.0,25.0
19.27,7,0.0,7,0,100.0,0.0
19.28,676,0.02,535,141,79.14,20.86
19.29,31,0.0,30,1,96.77,3.23
19.31,691,0.03,613,78,88.71,11.29
19.32,1108,0.04,755,353,68.14,31.86
19.34,117,0.0,97,20,82.91,17.09
19.36,491,0.02,368,123,74.95,25.05
19.37,4,0.0,3,1,75.0,25.0
19.41,5268,0.19,3354,1914,63.67,36.33
19.43,464,0.02,395,69,85.13,14.87
19.44,256,0.01,234,22,91.41,8.59
19.45,352,0.01,341,11,96.88,3.12
19.47,527,0.02,464,63,88.05,11.95
19.49,181,0.01,159,22,87.85,12.15
19.51,197,0.01,189,8,95.94,4.06
19.53,1087,0.04,850,237,78.2,21.8
19.57,211,0.01,162,49,76.78,23.22
19.58,2733,0.1,2349,384,85.95,14.05
19.61,324,0.01,218,106,67.28,32.72
19.62,18,0.0,14,4,77.78,22.22
19.64,1605,0.06,1090,515,67.91,32.09
19.66,25,0.0,22,3,88.0,12.0
19.69,5664,0.21,4378,1286,77.3,22.7
19.7,42,0.0,32,10,76.19,23.81
19.71,25,0.0,16,9,64.0,36.0
19.72,481,0.02,346,135,71.93,28.07
19.75,7031,0.26,5890,1141,83.77,16.23
19.77,3828,0.14,2818,1010,73.62,26.38
19.78,12628,0.46,7589,5039,60.1,39.9
19.79,2124,0.08,1665,459,78.39,21.61
19.8,1852,0.07,1603,249,86.56,13.44
19.82,10,0.0,7,3,70.0,30.0
19.83,94,0.0,82,12,87.23,12.77
19.84,66,0.0,57,9,86.36,13.64
19.86,76,0.0,72,4,94.74,5.26
19.87,126,0.0,96,30,76.19,23.81
19.91,169,0.01,153,16,90.53,9.47
19.92,301,0.01,209,92,69.44,30.56
19.93,134,0.0,115,19,85.82,14.18
19.95,377,0.01,231,146,61.27,38.73
19.96,183,0.01,166,17,90.71,9.29
19.98,163,0.01,97,66,59.51,40.49
20.01,214,0.01,185,29,86.45,13.55
20.02,2038,0.07,1647,391,80.81,19.19
20.05,305,0.01,226,79,74.1,25.9
20.06,34,0.0,27,7,79.41,20.59
20.08,286,0.01,248,38,86.71,13.29
20.09,15,0.0,11,4,73.33,26.67
20.1,25,0.0,17,8,68.0,32.0
20.11,127,0.0,94,33,74.02,25.98
20.13,1745,0.06,1228,517,70.37,29.63
20.14,709,0.03,440,269,62.06,37.94
20.17,68,0.0,54,14,79.41,20.59
20.19,4068,0.15,3300,768,81.12,18.88
20.2,44,0.0,39,5,88.64,11.36
20.21,71,0.0,66,5,92.96,7.04
20.23,46,0.0,41,5,89.13,10.87
20.24,64,0.0,49,15,76.56,23.44
20.25,282,0.01,230,52,81.56,18.44
20.3,1568,0.06,1138,430,72.58,27.42
20.31,2,0.0,1,1,50.0,50.0
20.32,15,0.0,12,3,80.0,20.0
20.33,643,0.02,519,124,80.72,19.28
20.34,508,0.02,428,80,84.25,15.75
20.35,3716,0.13,2531,1185,68.11,31.89
20.37,1950,0.07,1503,447,77.08,22.92
20.38,1775,0.06,1476,299,83.15,16.85
20.39,30,0.0,25,5,83.33,16.67
20.41,220,0.01,171,49,77.73,22.27
20.42,1007,0.04,795,212,78.95,21.05
20.44,452,0.02,377,75,83.41,16.59
20.46,379,0.01,320,59,84.43,15.57
20.48,12,0.0,9,3,75.0,25.0
20.5,78,0.0,68,10,87.18,12.82
20.52,899,0.03,735,164,81.76,18.24
20.53,203,0.01,143,60,70.44,29.56
20.54,123,0.0,101,22,82.11,17.89
20.55,269,0.01,218,51,81.04,18.96
20.57,101,0.0,88,13,87.13,12.87
20.58,660,0.02,433,227,65.61,34.39
20.59,18,0.0,16,2,88.89,11.11
20.6,309,0.01,259,50,83.82,16.18
20.61,51,0.0,42,9,82.35,17.65
20.62,381,0.01,334,47,87.66,12.34
20.65,309,0.01,210,99,67.96,32.04
20.66,74,0.0,56,18,75.68,24.32
20.67,138,0.01,121,17,87.68,12.32
20.68,512,0.02,453,59,88.48,11.52
20.69,691,0.03,669,22,96.82,3.18
20.71,5,0.0,5,0,100.0,0.0
20.74,475,0.02,393,82,82.74,17.26
20.75,341,0.01,280,61,82.11,17.89
20.79,5084,0.18,3964,1120,77.97,22.03
20.81,33,0.0,21,12,63.64,36.36
20.82,102,0.0,84,18,82.35,17.65
20.83,260,0.01,217,43,83.46,16.54
20.85,9979,0.36,7931,2048,79.48,20.52
20.86,20,0.0,13,7,65.0,35.0
20.87,77,0.0,51,26,66.23,33.77
20.88,3173,0.12,2401,772,75.67,24.33
20.89,2775,0.1,2102,673,75.75,24.25
20.9,588,0.02,353,235,60.03,39.97
20.92,98,0.0,72,26,73.47,26.53
20.93,10,0.0,10,0,100.0,0.0
20.94,437,0.02,346,91,79.18,20.82
20.96,205,0.01,137,68,66.83,33.17
20.97,104,0.0,75,29,72.12,27.88
20.99,42,0.0,36,6,85.71,14.29
21.0,105,0.0,68,37,64.76,35.24
21.03,251,0.01,178,73,70.92,29.08
21.07,75,0.0,54,21,72.0,28.0
21.08,7,0.0,7,0,100.0,0.0
21.09,288,0.01,198,90,68.75,31.25
21.1,317,0.01,230,87,72.56,27.44
21.11,44,0.0,38,6,86.36,13.64
21.12,557,0.02,490,67,87.97,12.03
21.14,585,0.02,547,38,93.5,6.5
21.15,107,0.0,82,25,76.64,23.36
21.16,130,0.0,83,47,63.85,36.15
21.18,10,0.0,9,1,90.0,10.0
21.2,141,0.01,112,29,79.43,20.57
21.21,197,0.01,151,46,76.65,23.35
21.22,136,0.0,132,4,97.06,2.94
21.23,699,0.03,535,164,76.54,23.46
21.25,163,0.01,146,17,89.57,10.43
21.26,39,0.0,36,3,92.31,7.69
21.27,767,0.03,695,72,90.61,9.39
21.29,54,0.0,41,13,75.93,24.07
21.3,10,0.0,7,3,70.0,30.0
21.31,420,0.02,309,111,73.57,26.43
21.33,23,0.0,16,7,69.57,30.43
21.34,337,0.01,311,26,92.28,7.72
21.36,6,0.0,4,2,66.67,33.33
21.38,3365,0.12,1774,1591,52.72,47.28
21.39,851,0.03,654,197,76.85,23.15
21.41,265,0.01,191,74,72.08,27.92
21.43,1,0.0,1,0,100.0,0.0
21.44,3120,0.11,2288,832,73.33,26.67
21.45,1247,0.05,1021,226,81.88,18.12
21.51,1200,0.04,1085,115,90.42,9.58
21.55,692,0.03,512,180,73.99,26.01
21.56,1618,0.06,1181,437,72.99,27.01
21.58,703,0.03,424,279,60.31,39.69
21.6,525,0.02,327,198,62.29,37.71
21.61,637,0.02,358,279,56.2,43.8
21.64,39,0.0,29,10,74.36,25.64
21.65,56,0.0,51,5,91.07,8.93
21.66,380,0.01,303,77,79.74,20.26
21.67,589,0.02,466,123,79.12,20.88
21.68,3,0.0,3,0,100.0,0.0
21.7,1559,0.06,1447,112,92.82,7.18
21.71,362,0.01,306,56,84.53,15.47
21.73,233,0.01,170,63,72.96,27.04
21.76,418,0.02,351,67,83.97,16.03
21.77,41,0.0,39,2,95.12,4.88
21.78,4472,0.16,3583,889,80.12,19.88
21.79,37,0.0,27,10,72.97,27.03
21.81,7,0.0,7,0,100.0,0.0
21.84,764,0.03,688,76,90.05,9.95
21.85,3,0.0,3,0,100.0,0.0
21.86,869,0.03,748,121,86.08,13.92
21.87,71,0.0,57,14,80.28,19.72
21.88,86,0.0,69,17,80.23,19.77
21.89,10462,0.38,8217,2245,78.54,21.46
21.9,6,0.0,2,4,33.33,66.67
21.91,133,0.0,124,9,93.23,6.77
21.92,236,0.01,181,55,76.69,23.31
21.93,49,0.0,41,8,83.67,16.33
21.95,18046,0.65,15036,3010,83.32,16.68
21.96,2601,0.09,2291,310,88.08,11.92
21.97,55326,2.01,54315,1011,98.17,1.83
21.98,126,0.0,90,36,71.43,28.57
21.99,12799,0.46,9149,3650,71.48,28.52
22.0,1331,0.05,1011,320,75.96,24.04
22.04,15,0.0,8,7,53.33,46.67
22.07,298,0.01,212,86,71.14,28.86
22.09,41,0.0,35,6,85.37,14.63
22.1,88,0.0,61,27,69.32,30.68
22.11,511,0.02,359,152,70.25,29.75
22.12,9,0.0,9,0,100.0,0.0
22.13,178,0.01,130,48,73.03,26.97
22.16,170,0.01,125,45,73.53,26.47
22.18,138,0.01,115,23,83.33,16.67
22.21,65,0.0,58,7,89.23,10.77
22.22,352,0.01,316,36,89.77,10.23
22.23,23,0.0,20,3,86.96,13.04
22.24,6,0.0,1,5,16.67,83.33
22.25,111,0.0,75,36,67.57,32.43
22.26,5,0.0,5,0,100.0,0.0
22.28,142,0.01,124,18,87.32,12.68
22.3,582,0.02,392,190,67.35,32.65
22.32,18,0.0,15,3,83.33,16.67
22.33,45,0.0,39,6,86.67,13.33
22.34,9,0.0,4,5,44.44,55.56
22.36,1015,0.04,717,298,70.64,29.36
22.37,12,0.0,8,4,66.67,33.33
22.4,397,0.01,392,5,98.74,1.26
22.41,41,0.0,35,6,85.37,14.63
22.43,1,0.0,1,0,100.0,0.0
22.44,7364,0.27,4138,3226,56.19,43.81
22.45,29,0.0,28,1,96.55,3.45
22.46,436,0.02,374,62,85.78,14.22
22.47,441,0.02,383,58,86.85,13.15
22.5,696,0.03,504,192,72.41,27.59
22.52,443,0.02,358,85,80.81,19.19
22.53,57,0.0,57,0,100.0,0.0
22.54,6,0.0,4,2,66.67,33.33
22.55,1581,0.06,1381,200,87.35,12.65
22.56,181,0.01,110,71,60.77,39.23
22.58,38,0.0,33,5,86.84,13.16
22.59,54,0.0,31,23,57.41,42.59
22.61,183,0.01,166,17,90.71,9.29
22.62,726,0.03,497,229,68.46,31.54
22.64,35,0.0,26,9,74.29,25.71
22.65,612,0.02,528,84,86.27,13.73
22.66,133,0.0,107,26,80.45,19.55
22.67,103,0.0,72,31,69.9,30.1
22.68,146,0.01,118,28,80.82,19.18
22.71,261,0.01,186,75,71.26,28.74
22.73,97,0.0,87,10,89.69,10.31
22.75,37,0.0,31,6,83.78,16.22
22.78,156,0.01,133,23,85.26,14.74
22.79,275,0.01,258,17,93.82,6.18
22.8,57,0.0,38,19,66.67,33.33
22.83,2509,0.09,1833,676,73.06,26.94
22.86,31,0.0,29,2,93.55,6.45
22.87,3,0.0,1,2,33.33,66.67
22.88,188,0.01,131,57,69.68,30.32
22.91,54,0.0,52,2,96.3,3.7
22.94,669,0.02,512,157,76.53,23.47
22.96,58,0.0,45,13,77.59,22.41
22.97,12,0.0,11,1,91.67,8.33
22.99,3694,0.13,3016,678,81.65,18.35
23.0,328,0.01,309,19,94.21,5.79
23.02,29,0.0,19,10,65.52,34.48
23.03,209,0.01,153,56,73.21,26.79
23.05,1052,0.04,744,308,70.72,29.28
23.06,338,0.01,296,42,87.57,12.43
23.08,301,0.01,190,111,63.12,36.88
23.09,1369,0.05,984,385,71.88,28.12
23.1,523,0.02,452,71,86.42,13.58
23.12,50,0.0,45,5,90.0,10.0
23.13,42,0.0,41,1,97.62,2.38
23.14,60,0.0,50,10,83.33,16.67
23.16,1,0.0,1,0,100.0,0.0
23.17,6,0.0,6,0,100.0,0.0
23.21,110,0.0,88,22,80.0,20.0
23.23,191,0.01,129,62,67.54,32.46
23.24,6,0.0,5,1,83.33,16.67
23.27,504,0.02,413,91,81.94,18.06
23.29,210,0.01,87,123,41.43,58.57
23.3,188,0.01,170,18,90.43,9.57
23.31,159,0.01,135,24,84.91,15.09
23.32,765,0.03,626,139,81.83,18.17
23.34,611,0.02,395,216,64.65,35.35
23.36,18,0.0,16,2,88.89,11.11
23.38,125,0.0,112,13,89.6,10.4
23.41,34,0.0,26,8,76.47,23.53
23.42,245,0.01,229,16,93.47,6.53
23.43,639,0.02,422,217,66.04,33.96
23.44,1425,0.05,942,483,66.11,33.89
23.45,11,0.0,11,0,100.0,0.0
23.46,8,0.0,6,2,75.0,25.0
23.47,30,0.0,30,0,100.0,0.0
23.49,220,0.01,196,24,89.09,10.91
23.5,3886,0.14,2665,1221,68.58,31.42
23.52,171,0.01,151,20,88.3,11.7
23.54,1216,0.04,832,384,68.42,31.58
23.55,11,0.0,10,1,90.91,9.09
23.56,284,0.01,273,11,96.13,3.87
23.57,3768,0.14,1779,1989,47.21,52.79
23.58,40,0.0,38,2,95.0,5.0
23.6,2496,0.09,1752,744,70.19,29.81
23.61,49,0.0,44,5,89.8,10.2
23.62,400,0.01,326,74,81.5,18.5
23.64,154,0.01,111,43,72.08,27.92
23.65,4010,0.15,2724,1286,67.93,32.07
23.69,3,0.0,2,1,66.67,33.33
23.71,29,0.0,28,1,96.55,3.45
23.76,710,0.03,498,212,70.14,29.86
23.78,2,0.0,2,0,100.0,0.0
23.79,39,0.0,33,6,84.62,15.38
23.8,71,0.0,59,12,83.1,16.9
23.82,17,0.0,12,5,70.59,29.41
23.83,31,0.0,27,4,87.1,12.9
23.85,19,0.0,15,4,78.95,21.05
23.86,1230,0.04,837,393,68.05,31.95
23.87,78,0.0,64,14,82.05,17.95
23.88,60,0.0,43,17,71.67,28.33
23.89,158,0.01,132,26,83.54,16.46
23.9,8,0.0,8,0,100.0,0.0
23.93,215,0.01,174,41,80.93,19.07
23.96,88,0.0,87,1,98.86,1.14
23.97,944,0.03,675,269,71.5,28.5
23.98,3531,0.13,2269,1262,64.26,35.74
23.99,15,0.0,15,0,100.0,0.0
24.0,677,0.02,539,138,79.62,20.38
24.02,657,0.02,439,218,66.82,33.18
24.04,140,0.01,97,43,69.29,30.71
24.05,102,0.0,96,6,94.12,5.88
24.07,3,0.0,2,1,66.67,33.33
24.09,4515,0.16,3464,1051,76.72,23.28
24.13,20,0.0,14,6,70.0,30.0
24.14,3996,0.14,2773,1223,69.39,30.61
24.16,342,0.01,300,42,87.72,12.28
24.17,25,0.0,22,3,88.0,12.0
24.18,128,0.0,114,14,89.06,10.94
24.19,2001,0.07,1369,632,68.42,31.58
24.2,2438,0.09,2175,263,89.21,10.79
24.23,189,0.01,170,19,89.95,10.05
24.26,20,0.0,16,4,80.0,20.0
24.27,1509,0.05,1319,190,87.41,12.59
24.31,155,0.01,131,24,84.52,15.48
24.33,5,0.0,5,0,100.0,0.0
24.37,558,0.02,451,107,80.82,19.18
24.38,27,0.0,25,2,92.59,7.41
24.39,3,0.0,2,1,66.67,33.33
24.4,11,0.0,7,4,63.64,36.36
24.41,23,0.0,18,5,78.26,21.74
24.42,292,0.01,236,56,80.82,19.18
24.43,25,0.0,22,3,88.0,12.0
24.45,88,0.0,61,27,69.32,30.68
24.48,360,0.01,259,101,71.94,28.06
24.49,159,0.01,104,55,65.41,34.59
24.51,85,0.0,75,10,88.24,11.76
24.52,201,0.01,188,13,93.53,6.47
24.53,1160,0.04,780,380,67.24,32.76
24.54,21,0.0,21,0,100.0,0.0
24.55,168,0.01,138,30,82.14,17.86
24.59,830,0.03,689,141,83.01,16.99
24.64,113,0.0,110,3,97.35,2.65
24.65,2212,0.08,1329,883,60.08,39.92
24.67,80,0.0,67,13,83.75,16.25
24.68,511,0.02,364,147,71.23,28.77
24.7,1759,0.06,1350,409,76.75,23.25
24.71,17,0.0,11,6,64.71,35.29
24.72,426,0.02,334,92,78.4,21.6
24.73,5,0.0,3,2,60.0,40.0
24.74,292,0.01,271,21,92.81,7.19
24.75,2046,0.07,1646,400,80.45,19.55
24.76,813,0.03,610,203,75.03,24.97
24.78,32,0.0,30,2,93.75,6.25
24.81,217,0.01,203,14,93.55,6.45
24.83,8,0.0,8,0,100.0,0.0
24.85,34,0.0,28,6,82.35,17.65
24.86,549,0.02,364,185,66.3,33.7
24.87,78,0.0,74,4,94.87,5.13
24.88,12,0.0,7,5,58.33,41.67
24.91,122,0.0,95,27,77.87,22.13
24.93,84,0.0,58,26,69.05,30.95
24.95,66,0.0,59,7,89.39,10.61
24.96,28,0.0,22,6,78.57,21.43
24.97,246,0.01,218,28,88.62,11.38
24.98,34,0.0,33,1,97.06,2.94
25.01,371,0.01,229,142,61.73,38.27
25.03,733,0.03,392,341,53.48,46.52
25.04,345,0.01,214,131,62.03,37.97
25.05,93,0.0,77,16,82.8,17.2
25.06,25,0.0,21,4,84.0,16.0
25.07,288,0.01,186,102,64.58,35.42
25.08,519,0.02,383,136,73.8,26.2
25.1,169,0.01,142,27,84.02,15.98
25.12,9,0.0,6,3,66.67,33.33
25.14,304,0.01,221,83,72.7,27.3
25.17,6,0.0,3,3,50.0,50.0
25.19,2251,0.08,1709,542,75.92,24.08
25.2,21,0.0,19,2,90.48,9.52
25.22,16,0.0,7,9,43.75,56.25
25.23,15,0.0,13,2,86.67,13.33
25.25,2346,0.09,1930,416,82.27,17.73
25.26,442,0.02,319,123,72.17,27.83
25.27,69,0.0,58,11,84.06,15.94
25.28,334,0.01,258,76,77.25,22.75
25.29,1014,0.04,749,265,73.87,26.13
25.3,1975,0.07,1699,276,86.03,13.97
25.33,156,0.01,128,28,82.05,17.95
25.36,173,0.01,159,14,91.91,8.09
25.37,37,0.0,34,3,91.89,8.11
25.41,39,0.0,35,4,89.74,10.26
25.43,58,0.0,48,10,82.76,17.24
25.44,238,0.01,198,40,83.19,16.81
25.46,360,0.01,236,124,65.56,34.44
25.5,1635,0.06,1386,249,84.77,15.23
25.51,979,0.04,779,200,79.57,20.43
25.52,194,0.01,154,40,79.38,20.62
25.53,19,0.0,18,1,94.74,5.26
25.54,12,0.0,12,0,100.0,0.0
25.56,14,0.0,11,3,78.57,21.43
25.58,102,0.0,68,34,66.67,33.33
25.59,1,0.0,0,1,0.0,100.0
25.63,849,0.03,737,112,86.81,13.19
25.64,105,0.0,101,4,96.19,3.81
25.69,46,0.0,31,15,67.39,32.61
25.7,21,0.0,21,0,100.0,0.0
25.74,764,0.03,634,130,82.98,17.02
25.77,140,0.01,133,7,95.0,5.0
25.78,301,0.01,175,126,58.14,41.86
25.8,585,0.02,433,152,74.02,25.98
25.83,945,0.03,648,297,68.57,31.43
25.84,229,0.01,203,26,88.65,11.35
25.85,1641,0.06,1281,360,78.06,21.94
25.93,35,0.0,22,13,62.86,37.14
25.96,231,0.01,189,42,81.82,18.18
25.97,11,0.0,11,0,100.0,0.0
25.98,159,0.01,128,31,80.5,19.5
26.02,60,0.0,57,3,95.0,5.0
26.03,377,0.01,304,73,80.64,19.36
26.07,1542,0.06,1084,458,70.3,29.7
26.09,33,0.0,30,3,90.91,9.09
26.11,8,0.0,6,2,75.0,25.0
26.13,90,0.0,74,16,82.22,17.78
26.16,9,0.0,7,2,77.78,22.22
26.17,2810,0.1,1902,908,67.69,32.31
26.18,138,0.01,114,24,82.61,17.39
26.19,6,0.0,6,0,100.0,0.0
26.2,7,0.0,5,2,71.43,28.57
26.24,181,0.01,142,39,78.45,21.55
26.25,17,0.0,15,2,88.24,11.76
26.26,61,0.0,50,11,81.97,18.03
26.29,1489,0.05,1268,221,85.16,14.84
26.3,84,0.0,72,12,85.71,14.29
26.31,31,0.0,27,4,87.1,12.9
26.33,113,0.0,94,19,83.19,16.81
26.35,2393,0.09,2078,315,86.84,13.16
26.38,247,0.01,239,8,96.76,3.24
26.39,922,0.03,781,141,84.71,15.29
26.4,224,0.01,197,27,87.95,12.05
26.41,122,0.0,115,7,94.26,5.74
26.47,91,0.0,79,12,86.81,13.19
26.5,5,0.0,5,0,100.0,0.0
26.51,120,0.0,86,34,71.67,28.33
26.52,10,0.0,9,1,90.0,10.0
26.57,182,0.01,113,69,62.09,37.91
26.59,492,0.02,287,205,58.33,41.67
