price,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
37.81,11,0.0,10,1,90.91,9.09
37.82,15,0.0,14,1,93.33,6.67
37.83,8,0.0,6,2,75.0,25.0
37.84,9,0.0,6,3,66.67,33.33
37.85,16,0.0,13,3,81.25,18.75
37.86,10,0.0,9,1,90.0,10.0
37.87,34,0.0,28,6,82.35,17.65
37.88,8,0.0,7,1,87.5,12.5
37.9,104,0.0,94,10,90.38,9.62
37.91,8,0.0,6,2,75.0,25.0
37.92,27,0.0,22,5,81.48,18.52
37.93,32,0.0,28,4,87.5,12.5
37.94,8,0.0,8,0,100.0,0.0
37.95,52,0.0,45,7,86.54,13.46
37.96,49,0.0,41,8,83.67,16.33
37.97,96,0.0,85,11,88.54,11.46
37.98,25,0.0,22,3,88.0,12.0
37.99,40,0.0,33,7,82.5,17.5
38.01,40,0.0,31,9,77.5,22.5
38.02,33,0.0,27,6,81.82,18.18
38.03,20,0.0,19,1,95.0,5.0
38.04,47,0.0,46,1,97.87,2.13
38.05,7,0.0,4,3,57.14,42.86
38.06,17,0.0,15,2,88.24,11.76
38.07,42,0.0,30,12,71.43,28.57
38.08,25,0.0,21,4,84.0,16.0
38.09,9,0.0,7,2,77.78,22.22
38.1,12,0.0,9,3,75.0,25.0
38.12,52,0.0,49,3,94.23,5.77
38.13,82,0.0,62,20,75.61,24.39
38.14,119,0.0,84,35,70.59,29.41
38.15,8,0.0,6,2,75.0,25.0
38.16,57,0.0,46,11,80.7,19.3
38.17,27,0.0,24,3,88.89,11.11
38.18,8,0.0,6,2,75.0,25.0
38.19,5,0.0,5,0,100.0,0.0
38.2,72,0.0,53,19,73.61,26.39
38.21,37,0.0,23,14,62.16,37.84
38.23,7,0.0,5,2,71.43,28.57
38.24,17,0.0,8,9,47.06,52.94
38.25,10,0.0,8,2,80.0,20.0
38.26,20,0.0,17,3,85.0,15.0
38.27,12,0.0,10,2,83.33,16.67
38.28,33,0.0,25,8,75.76,24.24
38.29,48,0.0,40,8,83.33,16.67
38.3,21,0.0,16,5,76.19,23.81
38.31,6,0.0,4,2,66.67,33.33
38.32,10,0.0,9,1,90.0,10.0
38.34,32,0.0,20,12,62.5,37.5
38.35,103,0.0,93,10,90.29,9.71
38.36,34,0.0,27,7,79.41,20.59
38.37,8,0.0,7,1,87.5,12.5
38.38,131,0.0,97,34,74.05,25.95
38.39,141,0.01,135,6,95.74,4.26
38.4,34,0.0,23,11,67.65,32.35
38.41,88,0.0,76,12,86.36,13.64
38.42,6,0.0,6,0,100.0,0.0
38.43,26,0.0,18,8,69.23,30.77
38.45,10375,0.38,7802,2573,75.2,24.8
38.46,67,0.0,46,21,68.66,31.34
38.47,9,0.0,7,2,77.78,22.22
38.48,14,0.0,13,1,92.86,7.14
38.49,1043,0.04,788,255,75.55,24.45
38.5,13,0.0,10,3,76.92,23.08
38.51,19,0.0,16,3,84.21,15.79
38.52,7,0.0,7,0,100.0,0.0
38.53,13,0.0,10,3,76.92,23.08
38.54,9,0.0,7,2,77.78,22.22
38.55,133,0.0,115,18,86.47,13.53
38.57,178,0.01,142,36,79.78,20.22
38.58,3,0.0,2,1,66.67,33.33
38.59,23,0.0,23,0,100.0,0.0
38.6,27,0.0,21,6,77.78,22.22
38.61,148,0.01,122,26,82.43,17.57
38.62,23,0.0,22,1,95.65,4.35
38.63,33,0.0,30,3,90.91,9.09
38.64,32,0.0,24,8,75.0,25.0
38.65,39,0.0,36,3,92.31,7.69
38.66,70,0.0,61,9,87.14,12.86
38.68,5,0.0,4,1,80.0,20.0
38.69,6,0.0,6,0,100.0,0.0
38.7,4,0.0,4,0,100.0,0.0
38.71,98,0.0,92,6,93.88,6.12
38.72,8,0.0,6,2,75.0,25.0
38.73,4,0.0,2,2,50.0,50.0
38.74,3,0.0,2,1,66.67,33.33
38.75,7,0.0,6,1,85.71,14.29
38.76,389,0.01,362,27,93.06,6.94
38.78,9,0.0,8,1,88.89,11.11
38.79,10,0.0,9,1,90.0,10.0
38.8,8,0.0,7,1,87.5,12.5
38.81,8,0.0,6,2,75.0,25.0
38.82,22,0.0,18,4,81.82,18.18
38.83,22,0.0,16,6,72.73,27.27
38.84,4,0.0,3,1,75.0,25.0
38.85,16,0.0,10,6,62.5,37.5
38.86,10,0.0,9,1,90.0,10.0
38.87,4,0.0,2,2,50.0,50.0
38.89,7,0.0,6,1,85.71,14.29
38.9,21,0.0,13,8,61.9,38.1
38.91,16,0.0,13,3,81.25,18.75
38.92,24,0.0,21,3,87.5,12.5
38.93,14,0.0,9,5,64.29,35.71
38.94,19,0.0,19,0,100.0,0.0
38.95,24,0.0,19,5,79.17,20.83
38.96,21,0.0,16,5,76.19,23.81
38.97,8,0.0,6,2,75.0,25.0
38.98,15,0.0,15,0,100.0,0.0
39.0,9,0.0,6,3,66.67,33.33
39.01,13,0.0,12,1,92.31,7.69
39.02,14,0.0,13,1,92.86,7.14
39.03,7,0.0,5,2,71.43,28.57
39.04,3,0.0,3,0,100.0,0.0
39.05,20,0.0,17,3,85.0,15.0
39.06,31,0.0,28,3,90.32,9.68
39.07,49,0.0,37,12,75.51,24.49
39.08,123,0.0,110,13,89.43,10.57
39.09,105,0.0,94,11,89.52,10.48
39.1,25,0.0,24,1,96.0,4.0
39.12,3,0.0,3,0,100.0,0.0
39.13,8,0.0,8,0,100.0,0.0
39.14,6,0.0,5,1,83.33,16.67
39.15,7,0.0,4,3,57.14,42.86
39.16,2,0.0,2,0,100.0,0.0
39.17,204,0.01,182,22,89.22,10.78
39.18,19,0.0,16,3,84.21,15.79
39.19,22,0.0,20,2,90.91,9.09
39.2,5,0.0,4,1,80.0,20.0
39.22,12,0.0,11,1,91.67,8.33
39.23,29,0.0,24,5,82.76,17.24
39.24,6,0.0,6,0,100.0,0.0
39.25,7,0.0,5,2,71.43,28.57
39.26,5,0.0,5,0,100.0,0.0
39.27,23,0.0,22,1,95.65,4.35
39.28,6,0.0,6,0,100.0,0.0
39.29,1,0.0,1,0,100.0,0.0
39.3,7,0.0,5,2,71.43,28.57
39.31,14,0.0,11,3,78.57,21.43
39.33,8,0.0,8,0,100.0,0.0
39.34,3,0.0,3,0,100.0,0.0
39.35,2,0.0,1,1,50.0,50.0
39.36,44,0.0,42,2,95.45,4.55
39.37,17,0.0,14,3,82.35,17.65
39.38,20,0.0,20,0,100.0,0.0
39.39,31,0.0,27,4,87.1,12.9
39.4,35,0.0,32,3,91.43,8.57
39.41,68,0.0,51,17,75.0,25.0
39.42,11,0.0,8,3,72.73,27.27
39.44,12,0.0,10,2,83.33,16.67
39.45,24,0.0,20,4,83.33,16.67
39.46,108,0.0,78,30,72.22,27.78
39.47,7,0.0,7,0,100.0,0.0
39.48,66,0.0,58,8,87.88,12.12
39.49,104,0.0,94,10,90.38,9.62
39.5,342,0.01,303,39,88.6,11.4
39.51,1,0.0,1,0,100.0,0.0
39.52,2,0.0,1,1,50.0,50.0
39.53,1,0.0,1,0,100.0,0.0
39.55,7808,0.28,6910,898,88.5,11.5
39.56,341,0.01,303,38,88.86,11.14
39.57,110,0.0,103,7,93.64,6.36
39.58,29,0.0,29,0,100.0,0.0
39.59,41,0.0,35,6,85.37,14.63
39.6,47,0.0,39,8,82.98,17.02
39.61,7,0.0,7,0,100.0,0.0
39.62,2,0.0,2,0,100.0,0.0
39.63,107,0.0,100,7,93.46,6.54
39.64,13,0.0,9,4,69.23,30.77
39.66,28,0.0,26,2,92.86,7.14
39.67,75,0.0,66,9,88.0,12.0
39.68,251,0.01,215,36,85.66,14.34
39.69,26,0.0,23,3,88.46,11.54
39.7,15,0.0,12,3,80.0,20.0
39.71,87,0.0,82,5,94.25,5.75
39.72,7,0.0,6,1,85.71,14.29
39.73,7,0.0,5,2,71.43,28.57
39.74,1,0.0,1,0,100.0,0.0
39.75,13,0.0,12,1,92.31,7.69
39.77,8,0.0,5,3,62.5,37.5
39.78,5,0.0,3,2,60.0,40.0
39.79,157,0.01,149,8,94.9,5.1
39.8,9,0.0,7,2,77.78,22.22
39.81,7,0.0,6,1,85.71,14.29
39.82,14,0.0,12,2,85.71,14.29
39.83,19,0.0,16,3,84.21,15.79
39.84,41,0.0,34,7,82.93,17.07
39.85,16,0.0,15,1,93.75,6.25
39.86,6,0.0,3,3,50.0,50.0
39.88,4,0.0,1,3,25.0,75.0
39.89,4,0.0,4,0,100.0,0.0
39.9,12,0.0,6,6,50.0,50.0
39.91,20,0.0,18,2,90.0,10.0
39.92,4,0.0,3,1,75.0,25.0
39.93,11,0.0,8,3,72.73,27.27
39.94,18,0.0,18,0,100.0,0.0
39.95,21,0.0,17,4,80.95,19.05
39.96,16,0.0,14,2,87.5,12.5
39.97,26,0.0,24,2,92.31,7.69
39.99,21,0.0,13,8,61.9,38.1
40.0,1,0.0,1,0,100.0,0.0
40.01,6,0.0,5,1,83.33,16.67
40.02,8,0.0,6,2,75.0,25.0
40.03,19,0.0,15,4,78.95,21.05
40.04,26,0.0,23,3,88.46,11.54
40.05,16,0.0,14,2,87.5,12.5
40.06,13,0.0,7,6,53.85,46.15
40.07,18,0.0,16,2,88.89,11.11
40.08,48,0.0,41,7,85.42,14.58
40.1,17,0.0,16,1,94.12,5.88
40.11,6,0.0,4,2,66.67,33.33
40.12,11,0.0,9,2,81.82,18.18
40.13,48,0.0,40,8,83.33,16.67
40.14,40,0.0,28,12,70.0,30.0
40.15,5,0.0,4,1,80.0,20.0
40.16,9,0.0,8,1,88.89,11.11
40.17,80,0.0,64,16,80.0,20.0
40.18,8,0.0,7,1,87.5,12.5
40.19,34,0.0,27,7,79.41,20.59
40.2,15,0.0,10,5,66.67,33.33
40.22,7,0.0,5,2,71.43,28.57
40.23,77,0.0,65,12,84.42,15.58
40.24,5,0.0,5,0,100.0,0.0
40.25,5,0.0,5,0,100.0,0.0
40.26,2,0.0,1,1,50.0,50.0
40.27,10,0.0,9,1,90.0,10.0
40.28,20,0.0,14,6,70.0,30.0
40.29,35,0.0,27,8,77.14,22.86
40.3,3,0.0,3,0,100.0,0.0
40.32,2,0.0,2,0,100.0,0.0
40.33,7,0.0,5,2,71.43,28.57
40.34,5,0.0,4,1,80.0,20.0
40.35,4,0.0,4,0,100.0,0.0
40.36,9,0.0,8,1,88.89,11.11
40.37,5,0.0,4,1,80.0,20.0
40.38,3,0.0,2,1,66.67,33.33
40.39,17,0.0,13,4,76.47,23.53
40.4,2,0.0,0,2,0.0,100.0
40.41,4,0.0,4,0,100.0,0.0
40.43,21,0.0,18,3,85.71,14.29
40.44,10,0.0,8,2,80.0,20.0
40.45,120,0.0,112,8,93.33,6.67
40.46,10,0.0,10,0,100.0,0.0
40.47,10,0.0,8,2,80.0,20.0
40.48,7,0.0,2,5,28.57,71.43
40.49,115,0.0,102,13,88.7,11.3
40.5,8,0.0,5,3,62.5,37.5
40.51,19,0.0,16,3,84.21,15.79
40.52,35,0.0,30,5,85.71,14.29
40.54,5,0.0,5,0,100.0,0.0
40.55,310,0.01,258,52,83.23,16.77
40.56,9,0.0,7,2,77.78,22.22
40.57,20,0.0,19,1,95.0,5.0
40.58,8,0.0,8,0,100.0,0.0
40.59,43,0.0,37,6,86.05,13.95
40.6,592,0.02,517,75,87.33,12.67
40.61,8,0.0,8,0,100.0,0.0
40.62,3,0.0,3,0,100.0,0.0
40.63,3,0.0,3,0,100.0,0.0
40.65,5804,0.21,4756,1048,81.94,18.06
40.66,8,0.0,7,1,87.5,12.5
40.67,30,0.0,27,3,90.0,10.0
40.68,15,0.0,15,0,100.0,0.0
40.69,84,0.0,68,16,80.95,19.05
40.7,60,0.0,50,10,83.33,16.67
40.71,1,0.0,1,0,100.0,0.0
40.72,13,0.0,12,1,92.31,7.69
40.73,35,0.0,29,6,82.86,17.14
40.74,18,0.0,14,4,77.78,22.22
40.76,94,0.0,81,13,86.17,13.83
40.77,20,0.0,19,1,95.0,5.0
40.78,3,0.0,3,0,100.0,0.0
40.79,26,0.0,22,4,84.62,15.38
40.8,5,0.0,5,0,100.0,0.0
40.81,9,0.0,5,4,55.56,44.44
40.82,7,0.0,7,0,100.0,0.0
40.83,11,0.0,9,2,81.82,18.18
40.84,2,0.0,1,1,50.0,50.0
40.85,100,0.0,94,6,94.0,6.0
40.87,13,0.0,8,5,61.54,38.46
40.88,12,0.0,9,3,75.0,25.0
40.89,3,0.0,3,0,100.0,0.0
40.9,84,0.0,78,6,92.86,7.14
40.91,4,0.0,3,1,75.0,25.0
40.92,23,0.0,23,0,100.0,0.0
40.93,9,0.0,6,3,66.67,33.33
40.94,1,0.0,1,0,100.0,0.0
40.95,8,0.0,7,1,87.5,12.5
40.96,3,0.0,2,1,66.67,33.33
40.98,14,0.0,9,5,64.29,35.71
41.0,7,0.0,7,0,100.0,0.0
41.01,6,0.0,5,1,83.33,16.67
41.02,11,0.0,9,2,81.82,18.18
41.03,2,0.0,2,0,100.0,0.0
41.04,14,0.0,12,2,85.71,14.29
41.05,9,0.0,7,2,77.78,22.22
41.06,9,0.0,6,3,66.67,33.33
41.07,47,0.0,39,8,82.98,17.02
41.09,34,0.0,33,1,97.06,2.94
41.1,8,0.0,8,0,100.0,0.0
41.11,19,0.0,15,4,78.95,21.05
41.12,11,0.0,10,1,90.91,9.09
41.13,2,0.0,2,0,100.0,0.0
41.14,5,0.0,5,0,100.0,0.0
41.15,4,0.0,3,1,75.0,25.0
41.16,12,0.0,10,2,83.33,16.67
41.17,21,0.0,17,4,80.95,19.05
41.18,1,0.0,1,0,100.0,0.0
41.2,8,0.0,7,1,87.5,12.5
41.21,12,0.0,12,0,100.0,0.0
41.22,23,0.0,17,6,73.91,26.09
41.23,86,0.0,73,13,84.88,15.12
41.24,20,0.0,12,8,60.0,40.0
41.25,9,0.0,8,1,88.89,11.11
41.26,52,0.0,47,5,90.38,9.62
41.27,31,0.0,27,4,87.1,12.9
41.28,70,0.0,62,8,88.57,11.43
41.29,101,0.0,94,7,93.07,6.93
41.3,32,0.0,28,4,87.5,12.5
41.32,7,0.0,6,1,85.71,14.29
41.33,1,0.0,1,0,100.0,0.0
41.34,5,0.0,4,1,80.0,20.0
41.35,2,0.0,2,0,100.0,0.0
41.36,17,0.0,15,2,88.24,11.76
41.37,6,0.0,6,0,100.0,0.0
41.38,31,0.0,21,10,67.74,32.26
41.4,7,0.0,6,1,85.71,14.29
41.41,19,0.0,17,2,89.47,10.53
41.43,8,0.0,8,0,100.0,0.0
41.44,91,0.0,88,3,96.7,3.3
41.45,1,0.0,1,0,100.0,0.0
41.46,16,0.0,12,4,75.0,25.0
41.47,11,0.0,10,1,90.91,9.09
41.48,104,0.0,98,6,94.23,5.77
41.49,2,0.0,1,1,50.0,50.0
41.5,21,0.0,18,3,85.71,14.29
41.51,21,0.0,15,6,71.43,28.57
41.53,12,0.0,10,2,83.33,16.67
41.54,42,0.0,36,6,85.71,14.29
41.55,7,0.0,7,0,100.0,0.0
41.56,4,0.0,4,0,100.0,0.0
41.57,20,0.0,16,4,80.0,20.0
41.58,38,0.0,36,2,94.74,5.26
41.59,21,0.0,18,3,85.71,14.29
41.6,2,0.0,2,0,100.0,0.0
41.61,77,0.0,69,8,89.61,10.39
41.62,10,0.0,9,1,90.0,10.0
41.64,11,0.0,10,1,90.91,9.09
41.65,119,0.0,91,28,76.47,23.53
41.66,204,0.01,190,14,93.14,6.86
41.67,95,0.0,74,21,77.89,22.11
41.68,17,0.0,17,0,100.0,0.0
41.69,753,0.03,668,85,88.71,11.29
41.7,11,0.0,10,1,90.91,9.09
41.71,67,0.0,63,4,94.03,5.97
41.72,3,0.0,3,0,100.0,0.0
41.73,5,0.0,2,3,40.0,60.0
41.75,1166,0.04,942,224,80.79,19.21
41.76,4,0.0,3,1,75.0,25.0
41.77,23,0.0,20,3,86.96,13.04
41.78,18,0.0,17,1,94.44,5.56
41.79,60,0.0,49,11,81.67,18.33
41.8,10,0.0,9,1,90.0,10.0
41.81,14,0.0,13,1,92.86,7.14
41.83,10,0.0,10,0,100.0,0.0
41.84,2,0.0,2,0,100.0,0.0
41.85,6,0.0,5,1,83.33,16.67
41.87,31,0.0,17,14,54.84,45.16
41.88,12,0.0,10,2,83.33,16.67
41.89,3,0.0,2,1,66.67,33.33
41.9,80,0.0,74,6,92.5,7.5
41.91,6,0.0,5,1,83.33,16.67
41.92,25,0.0,20,5,80.0,20.0
41.93,4,0.0,4,0,100.0,0.0
41.94,2,0.0,2,0,100.0,0.0
41.95,16,0.0,13,3,81.25,18.75
41.98,4,0.0,4,0,100.0,0.0
41.99,5,0.0,4,1,80.0,20.0
42.0,4,0.0,4,0,100.0,0.0
42.01,21,0.0,18,3,85.71,14.29
42.02,1,0.0,1,0,100.0,0.0
42.03,34,0.0,31,3,91.18,8.82
42.04,24,0.0,23,1,95.83,4.17
42.05,4,0.0,3,1,75.0,25.0
42.06,12,0.0,12,0,100.0,0.0
42.08,59,0.0,52,7,88.14,11.86
42.09,6,0.0,6,0,100.0,0.0
42.1,10,0.0,9,1,90.0,10.0
42.11,8,0.0,5,3,62.5,37.5
42.13,20,0.0,17,3,85.0,15.0
42.14,1,0.0,0,1,0.0,100.0
42.15,6,0.0,6,0,100.0,0.0
42.16,2,0.0,2,0,100.0,0.0
42.17,51,0.0,37,14,72.55,27.45
42.19,12,0.0,10,2,83.33,16.67
42.2,2,0.0,1,1,50.0,50.0
42.21,8,0.0,7,1,87.5,12.5
42.22,39,0.0,32,7,82.05,17.95
42.23,16,0.0,11,5,68.75,31.25
42.24,4,0.0,2,2,50.0,50.0
42.25,9,0.0,9,0,100.0,0.0
42.26,15,0.0,13,2,86.67,13.33
42.27,36,0.0,27,9,75.0,25.0
42.28,7,0.0,6,1,85.71,14.29
42.3,30,0.0,28,2,93.33,6.67
42.31,21,0.0,15,6,71.43,28.57
42.32,29,0.0,24,5,82.76,17.24
42.33,6,0.0,6,0,100.0,0.0
42.34,14,0.0,12,2,85.71,14.29
42.35,11,0.0,11,0,100.0,0.0
42.36,21,0.0,15,6,71.43,28.57
42.37,7,0.0,7,0,100.0,0.0
42.38,114,0.0,103,11,90.35,9.65
42.39,6,0.0,6,0,100.0,0.0
42.41,10,0.0,9,1,90.0,10.0
42.42,12,0.0,10,2,83.33,16.67
42.43,83,0.0,70,13,84.34,15.66
42.44,6,0.0,5,1,83.33,16.67
42.45,10,0.0,9,1,90.0,10.0
42.46,36,0.0,34,2,94.44,5.56
42.47,80,0.0,74,6,92.5,7.5
42.48,8,0.0,6,2,75.0,25.0
42.49,19,0.0,14,5,73.68,26.32
42.5,67,0.0,59,8,88.06,11.94
42.52,8,0.0,3,5,37.5,62.5
42.53,33,0.0,29,4,87.88,12.12
42.54,2,0.0,2,0,100.0,0.0
42.55,5,0.0,5,0,100.0,0.0
42.56,38,0.0,35,3,92.11,7.89
42.57,20,0.0,17,3,85.0,15.0
42.59,1,0.0,0,1,0.0,100.0
42.6,11,0.0,10,1,90.91,9.09
42.61,8,0.0,6,2,75.0,25.0
42.62,25,0.0,22,3,88.0,12.0
42.64,177,0.01,156,21,88.14,11.86
42.65,7,0.0,5,2,71.43,28.57
42.67,16,0.0,14,2,87.5,12.5
42.68,43,0.0,33,10,76.74,23.26
42.69,3,0.0,2,1,66.67,33.33
42.7,20,0.0,14,6,70.0,30.0
42.72,10,0.0,8,2,80.0,20.0
42.74,10,0.0,7,3,70.0,30.0
42.75,7,0.0,4,3,57.14,42.86
42.76,8,0.0,6,2,75.0,25.0
42.77,26,0.0,24,2,92.31,7.69
42.78,14,0.0,13,1,92.86,7.14
42.79,107,0.0,90,17,84.11,15.89
42.8,95,0.0,80,15,84.21,15.79
42.81,18,0.0,14,4,77.78,22.22
42.82,20,0.0,16,4,80.0,20.0
42.83,3,0.0,2,1,66.67,33.33
42.85,4015,0.15,3651,364,90.93,9.07
42.86,15,0.0,14,1,93.33,6.67
42.87,24,0.0,22,2,91.67,8.33
42.88,5,0.0,4,1,80.0,20.0
42.89,1,0.0,0,1,0.0,100.0
42.9,2,0.0,1,1,50.0,50.0
42.91,5,0.0,4,1,80.0,20.0
42.92,4,0.0,2,2,50.0,50.0
42.93,4,0.0,4,0,100.0,0.0
42.94,16,0.0,15,1,93.75,6.25
42.95,9,0.0,5,4,55.56,44.44
42.97,12,0.0,7,5,58.33,41.67
42.98,9,0.0,7,2,77.78,22.22
42.99,26,0.0,24,2,92.31,7.69
43.0,8,0.0,5,3,62.5,37.5
43.01,14,0.0,12,2,85.71,14.29
43.02,1,0.0,1,0,100.0,0.0
43.04,8,0.0,8,0,100.0,0.0
43.05,6,0.0,5,1,83.33,16.67
43.07,3,0.0,1,2,33.33,66.67
43.08,36,0.0,30,6,83.33,16.67
43.09,29,0.0,26,3,89.66,10.34
43.1,12,0.0,11,1,91.67,8.33
43.11,3,0.0,3,0,100.0,0.0
43.12,32,0.0,25,7,78.12,21.88
43.13,2,0.0,2,0,100.0,0.0
43.14,12,0.0,8,4,66.67,33.33
43.15,9,0.0,9,0,100.0,0.0
43.16,19,0.0,18,1,94.74,5.26
43.18,7,0.0,6,1,85.71,14.29
43.19,14,0.0,12,2,85.71,14.29
43.2,17,0.0,16,1,94.12,5.88
43.21,29,0.0,19,10,65.52,34.48
43.22,18,0.0,16,2,88.89,11.11
43.23,17,0.0,13,4,76.47,23.53
43.24,141,0.01,131,10,92.91,7.09
43.25,6,0.0,5,1,83.33,16.67
43.26,17,0.0,13,4,76.47,23.53
43.27,31,0.0,25,6,80.65,19.35
43.29,9,0.0,9,0,100.0,0.0
43.3,12,0.0,10,2,83.33,16.67
43.31,8,0.0,6,2,75.0,25.0
43.32,18,0.0,12,6,66.67,33.33
43.33,3,0.0,2,1,66.67,33.33
43.34,32,0.0,32,0,100.0,0.0
43.35,17,0.0,16,1,94.12,5.88
43.36,33,0.0,27,6,81.82,18.18
43.37,4,0.0,4,0,100.0,0.0
43.38,14,0.0,9,5,64.29,35.71
43.4,9,0.0,6,3,66.67,33.33
43.41,9,0.0,9,0,100.0,0.0
43.43,7,0.0,7,0,100.0,0.0
43.44,4,0.0,3,1,75.0,25.0
43.45,19,0.0,16,3,84.21,15.79
43.46,78,0.0,65,13,83.33,16.67
43.47,1,0.0,0,1,0.0,100.0
43.49,18,0.0,12,6,66.67,33.33
43.51,30,0.0,27,3,90.0,10.0
43.52,45,0.0,34,11,75.56,24.44
43.53,30,0.0,23,7,76.67,23.33
43.54,7,0.0,6,1,85.71,14.29
43.55,19,0.0,15,4,78.95,21.05
43.56,25,0.0,22,3,88.0,12.0
43.57,58,0.0,49,9,84.48,15.52
43.58,20,0.0,18,2,90.0,10.0
43.59,1,0.0,1,0,100.0,0.0
43.6,2,0.0,1,1,50.0,50.0
43.62,27,0.0,21,6,77.78,22.22
43.63,2,0.0,2,0,100.0,0.0
43.64,92,0.0,87,5,94.57,5.43
43.65,109,0.0,102,7,93.58,6.42
43.66,3,0.0,2,1,66.67,33.33
43.67,3,0.0,3,0,100.0,0.0
43.68,23,0.0,14,9,60.87,39.13
43.69,1,0.0,1,0,100.0,0.0
43.7,62,0.0,58,4,93.55,6.45
43.71,8,0.0,8,0,100.0,0.0
43.73,14,0.0,11,3,78.57,21.43
43.74,11,0.0,11,0,100.0,0.0
43.75,108,0.0,92,16,85.19,14.81
43.76,12,0.0,9,3,75.0,25.0
43.77,19,0.0,17,2,89.47,10.53
43.78,149,0.01,132,17,88.59,11.41
43.79,7,0.0,5,2,71.43,28.57
43.8,24,0.0,20,4,83.33,16.67
43.81,20,0.0,13,7,65.0,35.0
43.82,96,0.0,82,14,85.42,14.58
43.84,16,0.0,15,1,93.75,6.25
43.85,1,0.0,1,0,100.0,0.0
43.86,26,0.0,21,5,80.77,19.23
43.87,4,0.0,3,1,75.0,25.0
43.88,3,0.0,3,0,100.0,0.0
43.9,8,0.0,6,2,75.0,25.0
43.91,12,0.0,11,1,91.67,8.33
43.92,21,0.0,19,2,90.48,9.52
43.93,7,0.0,6,1,85.71,14.29
43.95,6703,0.24,5326,1377,79.46,20.54
43.96,37,0.0,32,5,86.49,13.51
43.97,40,0.0,32,8,80.0,20.0
43.98,3,0.0,3,0,100.0,0.0
43.99,1,0.0,1,0,100.0,0.0
44.0,13,0.0,12,1,92.31,7.69
44.01,69,0.0,66,3,95.65,4.35
44.02,14,0.0,10,4,71.43,28.57
44.03,3,0.0,3,0,100.0,0.0
44.04,10,0.0,7,3,70.0,30.0
44.05,31,0.0,31,0,100.0,0.0
44.07,3,0.0,2,1,66.67,33.33
44.08,3,0.0,3,0,100.0,0.0
44.1,5,0.0,4,1,80.0,20.0
44.11,1,0.0,1,0,100.0,0.0
44.12,6,0.0,5,1,83.33,16.67
44.13,12,0.0,11,1,91.67,8.33
44.15,6,0.0,5,1,83.33,16.67
44.19,1,0.0,1,0,100.0,0.0
44.2,16,0.0,14,2,87.5,12.5
44.21,6,0.0,4,2,66.67,33.33
44.22,11,0.0,10,1,90.91,9.09
44.23,14,0.0,13,1,92.86,7.14
44.24,17,0.0,14,3,82.35,17.65
44.25,12,0.0,12,0,100.0,0.0
44.26,12,0.0,11,1,91.67,8.33
44.28,10,0.0,10,0,100.0,0.0
44.29,16,0.0,14,2,87.5,12.5
44.3,12,0.0,10,2,83.33,16.67
44.31,32,0.0,27,5,84.38,15.62
44.32,5,0.0,4,1,80.0,20.0
44.33,4,0.0,4,0,100.0,0.0
44.34,9,0.0,7,2,77.78,22.22
44.35,32,0.0,27,5,84.38,15.62
44.36,15,0.0,9,6,60.0,40.0
44.37,14,0.0,14,0,100.0,0.0
44.39,12,0.0,8,4,66.67,33.33
44.4,8,0.0,8,0,100.0,0.0
44.41,56,0.0,53,3,94.64,5.36
44.43,2,0.0,1,1,50.0,50.0
44.44,15,0.0,12,3,80.0,20.0
44.45,96,0.0,93,3,96.88,3.12
44.46,13,0.0,12,1,92.31,7.69
44.47,4,0.0,4,0,100.0,0.0
44.48,2,0.0,1,1,50.0,50.0
44.5,14,0.0,13,1,92.86,7.14
44.51,48,0.0,46,2,95.83,4.17
44.52,13,0.0,11,2,84.62,15.38
44.53,32,0.0,26,6,81.25,18.75
44.54,39,0.0,36,3,92.31,7.69
44.55,5,0.0,5,0,100.0,0.0
44.56,1,0.0,0,1,0.0,100.0
44.57,4,0.0,3,1,75.0,25.0
44.58,11,0.0,11,0,100.0,0.0
44.59,2,0.0,1,1,50.0,50.0
44.61,17,0.0,15,2,88.24,11.76
44.62,22,0.0,20,2,90.91,9.09
44.63,2,0.0,2,0,100.0,0.0
44.64,15,0.0,14,1,93.33,6.67
44.65,15,0.0,15,0,100.0,0.0
44.66,1,0.0,0,1,0.0,100.0
44.67,132,0.0,112,20,84.85,15.15
44.69,4,0.0,3,1,75.0,25.0
44.7,2,0.0,2,0,100.0,0.0
44.72,48,0.0,41,7,85.42,14.58
44.73,1,0.0,1,0,100.0,0.0
44.74,12,0.0,12,0,100.0,0.0
44.75,11,0.0,11,0,100.0,0.0
44.76,31,0.0,24,7,77.42,22.58
44.77,53,0.0,47,6,88.68,11.32
44.78,3,0.0,3,0,100.0,0.0
44.79,2,0.0,2,0,100.0,0.0
44.8,121,0.0,121,0,100.0,0.0
44.83,129,0.0,117,12,90.7,9.3
44.84,4,0.0,4,0,100.0,0.0
44.85,11,0.0,9,2,81.82,18.18
44.86,5,0.0,4,1,80.0,20.0
44.87,12,0.0,12,0,100.0,0.0
44.88,29,0.0,26,3,89.66,10.34
44.9,2,0.0,2,0,100.0,0.0
44.91,4,0.0,2,2,50.0,50.0
44.92,32,0.0,28,4,87.5,12.5
44.94,9,0.0,8,1,88.89,11.11
44.95,6,0.0,6,0,100.0,0.0
44.96,13,0.0,12,1,92.31,7.69
44.97,14,0.0,13,1,92.86,7.14
44.98,11,0.0,10,1,90.91,9.09
