competitorPrice,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
13.73,1270,0.05,914,356,71.97,28.03
13.74,49912,1.88,47805,2107,95.78,4.22
13.75,1806,0.07,1174,632,65.01,34.99
13.76,325,0.01,245,80,75.38,24.62
13.77,1111,0.04,836,275,75.25,24.75
13.78,264,0.01,211,53,79.92,20.08
13.79,2026,0.08,1624,402,80.16,19.84
13.81,150,0.01,121,29,80.67,19.33
13.82,63,0.0,54,9,85.71,14.29
13.83,233,0.01,190,43,81.55,18.45
13.84,2899,0.11,2792,107,96.31,3.69
13.85,4482,0.17,3580,902,79.88,20.12
13.86,154,0.01,140,14,90.91,9.09
13.87,216,0.01,192,24,88.89,11.11
13.88,347,0.01,272,75,78.39,21.61
13.89,396,0.01,279,117,70.45,29.55
13.9,349,0.01,284,65,81.38,18.62
13.92,95,0.0,76,19,80.0,20.0
13.93,278,0.01,249,29,89.57,10.43
13.94,303,0.01,238,65,78.55,21.45
13.95,1155,0.04,833,322,72.12,27.88
13.96,5723,0.22,4171,1552,72.88,27.12
13.97,968,0.04,737,231,76.14,23.86
13.98,951,0.04,760,191,79.92,20.08
13.99,1198,0.05,989,209,82.55,17.45
14.0,161,0.01,132,29,81.99,18.01
14.01,489,0.02,392,97,80.16,19.84
14.03,1343,0.05,955,388,71.11,28.89
14.04,1392,0.05,1169,223,83.98,16.02
14.05,36,0.0,26,10,72.22,27.78
14.06,1859,0.07,1430,429,76.92,23.08
14.07,4518,0.17,3421,1097,75.72,24.28
14.08,85,0.0,64,21,75.29,24.71
14.09,70,0.0,53,17,75.71,24.29
14.1,118,0.0,92,26,77.97,22.03
14.11,271,0.01,210,61,77.49,22.51
14.12,166,0.01,140,26,84.34,15.66
14.14,611,0.02,548,63,89.69,10.31
14.15,868,0.03,713,155,82.14,17.86
14.16,649,0.02,523,126,80.59,19.41
14.17,1872,0.07,1304,568,69.66,30.34
14.18,5091,0.19,3628,1463,71.26,28.74
14.19,445,0.02,333,112,74.83,25.17
14.2,294,0.01,245,49,83.33,16.67
14.21,556,0.02,378,178,67.99,32.01
14.22,177,0.01,122,55,68.93,31.07
14.23,3870,0.15,2498,1372,64.55,35.45
14.25,1263,0.05,922,341,73.0,27.0
14.26,4538,0.17,4406,132,97.09,2.91
14.27,1150,0.04,756,394,65.74,34.26
14.28,2245,0.08,1649,596,73.45,26.55
14.29,7851,0.3,6053,1798,77.1,22.9
14.3,71,0.0,61,10,85.92,14.08
14.31,74,0.0,54,20,72.97,27.03
14.32,68,0.0,51,17,75.0,25.0
14.33,114,0.0,86,28,75.44,24.56
14.34,195,0.01,146,49,74.87,25.13
14.36,358,0.01,290,68,81.01,18.99
14.37,143,0.01,110,33,76.92,23.08
14.38,100,0.0,88,12,88.0,12.0
14.39,204,0.01,153,51,75.0,25.0
14.4,1233,0.05,844,389,68.45,31.55
14.41,266,0.01,186,80,69.92,30.08
14.42,30,0.0,24,6,80.0,20.0
14.43,244,0.01,183,61,75.0,25.0
14.44,34,0.0,26,8,76.47,23.53
14.45,136,0.01,116,20,85.29,14.71
14.47,374,0.01,300,74,80.21,19.79
14.48,1020,0.04,953,67,93.43,6.57
14.49,148,0.01,110,38,74.32,25.68
14.5,984,0.04,826,158,83.94,16.06
14.51,2372,0.09,1816,556,76.56,23.44
14.52,578,0.02,480,98,83.04,16.96
14.53,131,0.0,116,15,88.55,11.45
14.54,127,0.0,117,10,92.13,7.87
14.55,73,0.0,63,10,86.3,13.7
14.56,453,0.02,295,158,65.12,34.88
14.58,610,0.02,373,237,61.15,38.85
14.59,58,0.0,35,23,60.34,39.66
14.6,106,0.0,97,9,91.51,8.49
14.61,2724,0.1,1359,1365,49.89,50.11
14.62,2082,0.08,1401,681,67.29,32.71
14.63,82,0.0,73,9,89.02,10.98
14.64,71,0.0,52,19,73.24,26.76
14.65,456,0.02,301,155,66.01,33.99
14.66,140,0.01,104,36,74.29,25.71
14.67,429,0.02,347,82,80.89,19.11
14.69,1102,0.04,894,208,81.13,18.87
14.7,323,0.01,284,39,87.93,12.07
14.71,78,0.0,59,19,75.64,24.36
14.72,214,0.01,177,37,82.71,17.29
14.73,1919,0.07,1526,393,79.52,20.48
14.74,458,0.02,394,64,86.03,13.97
14.75,89,0.0,75,14,84.27,15.73
14.76,58,0.0,48,10,82.76,17.24
14.77,176,0.01,143,33,81.25,18.75
14.78,710,0.03,565,145,79.58,20.42
14.79,2066,0.08,1620,446,78.41,21.59
14.81,287,0.01,228,59,79.44,20.56
14.82,336,0.01,281,55,83.63,16.37
14.83,2979,0.11,2330,649,78.21,21.79
14.84,4415,0.17,3395,1020,76.9,23.1
14.85,784,0.03,645,139,82.27,17.73
14.86,260,0.01,214,46,82.31,17.69
14.87,472,0.02,419,53,88.77,11.23
14.88,636,0.02,465,171,73.11,26.89
14.89,285,0.01,199,86,69.82,30.18
14.91,10671,0.4,6646,4025,62.28,37.72
14.92,1500,0.06,1285,215,85.67,14.33
14.93,786,0.03,641,145,81.55,18.45
14.94,425,0.02,338,87,79.53,20.47
14.95,2338,0.09,1831,507,78.31,21.69
14.96,146,0.01,118,28,80.82,19.18
14.97,94,0.0,74,20,78.72,21.28
14.98,157,0.01,130,27,82.8,17.2
14.99,79,0.0,60,19,75.95,24.05
15.0,283,0.01,235,48,83.04,16.96
15.02,299,0.01,227,72,75.92,24.08
15.03,361,0.01,247,114,68.42,31.58
15.04,263,0.01,224,39,85.17,14.83
15.05,1330,0.05,913,417,68.65,31.35
15.06,5788,0.22,4096,1692,70.77,29.23
15.07,854,0.03,772,82,90.4,9.6
15.08,162,0.01,123,39,75.93,24.07
15.09,310,0.01,204,106,65.81,34.19
15.1,108,0.0,93,15,86.11,13.89
15.11,190,0.01,165,25,86.84,13.16
15.13,148,0.01,111,37,75.0,25.0
15.14,170,0.01,139,31,81.76,18.24
15.15,340,0.01,308,32,90.59,9.41
15.16,1827,0.07,1320,507,72.25,27.75
15.17,1965,0.07,1526,439,77.66,22.34
15.18,33,0.0,28,5,84.85,15.15
15.19,117,0.0,89,28,76.07,23.93
15.2,828,0.03,653,175,78.86,21.14
15.21,106,0.0,85,21,80.19,19.81
15.22,1848,0.07,1651,197,89.34,10.66
15.24,1447,0.05,1317,130,91.02,8.98
15.25,215,0.01,173,42,80.47,19.53
15.26,128,0.0,100,28,78.12,21.88
15.27,369,0.01,271,98,73.44,26.56
15.28,4657,0.18,3508,1149,75.33,24.67
15.29,775,0.03,623,152,80.39,19.61
15.3,17,0.0,14,3,82.35,17.65
15.31,226,0.01,194,32,85.84,14.16
15.32,126,0.0,94,32,74.6,25.4
15.33,1394,0.05,968,426,69.44,30.56
15.35,1379,0.05,1070,309,77.59,22.41
15.36,270,0.01,229,41,84.81,15.19
15.37,3904,0.15,3696,208,94.67,5.33
15.38,4063,0.15,2749,1314,67.66,32.34
15.39,7589,0.29,6033,1556,79.5,20.5
15.4,329,0.01,272,57,82.67,17.33
15.41,138,0.01,113,25,81.88,18.12
15.42,128,0.0,111,17,86.72,13.28
15.43,293,0.01,247,46,84.3,15.7
15.44,75,0.0,64,11,85.33,14.67
15.46,88,0.0,55,33,62.5,37.5
15.47,85,0.0,66,19,77.65,22.35
15.48,115,0.0,81,34,70.43,29.57
15.49,221,0.01,186,35,84.16,15.84
15.5,801,0.03,600,201,74.91,25.09
15.51,123,0.0,111,12,90.24,9.76
15.52,103,0.0,86,17,83.5,16.5
15.53,168,0.01,154,14,91.67,8.33
15.54,323,0.01,195,128,60.37,39.63
15.55,321,0.01,260,61,81.0,19.0
15.57,88,0.0,80,8,90.91,9.09
15.58,188,0.01,168,20,89.36,10.64
15.59,198,0.01,146,52,73.74,26.26
15.6,309,0.01,217,92,70.23,29.77
15.61,2363,0.09,1608,755,68.05,31.95
15.62,117,0.0,98,19,83.76,16.24
15.63,109,0.0,105,4,96.33,3.67
15.64,104,0.0,81,23,77.88,22.12
15.65,243,0.01,229,14,94.24,5.76
15.66,558,0.02,396,162,70.97,29.03
15.68,248,0.01,230,18,92.74,7.26
15.69,48,0.0,38,10,79.17,20.83
15.7,29,0.0,26,3,89.66,10.34
15.71,933,0.04,628,305,67.31,32.69
15.72,2036,0.08,1489,547,73.13,26.87
15.73,96,0.0,78,18,81.25,18.75
15.74,507,0.02,388,119,76.53,23.47
15.75,657,0.02,522,135,79.45,20.55
15.76,694,0.03,420,274,60.52,39.48
15.77,184,0.01,162,22,88.04,11.96
15.79,2769,0.1,2307,462,83.32,16.68
15.8,942,0.04,829,113,88.0,12.0
15.81,1566,0.06,1396,170,89.14,10.86
15.82,1749,0.07,1238,511,70.78,29.22
15.83,2445,0.09,2003,442,81.92,18.08
15.84,832,0.03,644,188,77.4,22.6
15.85,121,0.0,93,28,76.86,23.14
15.86,43,0.0,36,7,83.72,16.28
15.87,298,0.01,214,84,71.81,28.19
15.88,329,0.01,292,37,88.75,11.25
15.9,177,0.01,148,29,83.62,16.38
15.91,50,0.0,38,12,76.0,24.0
15.92,68,0.0,52,16,76.47,23.53
15.93,1947,0.07,1297,650,66.62,33.38
15.94,4318,0.16,3121,1197,72.28,27.72
15.95,348,0.01,225,123,64.66,35.34
15.96,177,0.01,168,9,94.92,5.08
15.97,155,0.01,130,25,83.87,16.13
15.98,120,0.0,86,34,71.67,28.33
15.99,144,0.01,125,19,86.81,13.19
16.01,73,0.0,63,10,86.3,13.7
16.02,137,0.01,115,22,83.94,16.06
16.03,136,0.01,107,29,78.68,21.32
16.04,683,0.03,444,239,65.01,34.99
16.05,2503,0.09,1853,650,74.03,25.97
16.06,221,0.01,164,57,74.21,25.79
16.07,155,0.01,117,38,75.48,24.52
16.08,568,0.02,456,112,80.28,19.72
16.09,518,0.02,328,190,63.32,36.68
16.1,415,0.02,344,71,82.89,17.11
16.12,118,0.0,101,17,85.59,14.41
16.13,120,0.0,87,33,72.5,27.5
16.14,81,0.0,54,27,66.67,33.33
16.15,2245,0.08,1833,412,81.65,18.35
16.16,3177,0.12,2561,616,80.61,19.39
16.17,318,0.01,263,55,82.7,17.3
16.18,635,0.02,590,45,92.91,7.09
16.19,586,0.02,543,43,92.66,7.34
16.2,310,0.01,220,90,70.97,29.03
16.21,805,0.03,486,319,60.37,39.63
16.23,595,0.02,460,135,77.31,22.69
16.24,186,0.01,151,35,81.18,18.82
16.25,54,0.0,46,8,85.19,14.81
16.26,1590,0.06,1212,378,76.23,23.77
16.27,3749,0.14,2890,859,77.09,22.91
16.28,1175,0.04,938,237,79.83,20.17
16.29,1,0.0,1,0,100.0,0.0
16.3,422,0.02,349,73,82.7,17.3
16.31,41,0.0,33,8,80.49,19.51
16.32,132,0.0,89,43,67.42,32.58
16.34,231,0.01,189,42,81.82,18.18
16.35,145,0.01,128,17,88.28,11.72
16.36,130,0.0,89,41,68.46,31.54
16.37,939,0.04,691,248,73.59,26.41
16.38,3130,0.12,2366,764,75.59,24.41
16.39,770,0.03,620,150,80.52,19.48
16.4,210,0.01,166,44,79.05,20.95
16.41,470,0.02,343,127,72.98,27.02
16.42,278,0.01,218,60,78.42,21.58
16.43,1035,0.04,844,191,81.55,18.45
16.45,1539,0.06,1205,334,78.3,21.7
16.46,298,0.01,258,40,86.58,13.42
16.47,148,0.01,118,30,79.73,20.27
16.48,2812,0.11,1963,849,69.81,30.19
16.49,8519,0.32,6862,1657,80.55,19.45
16.5,531,0.02,453,78,85.31,14.69
16.51,107,0.0,86,21,80.37,19.63
16.52,61,0.0,49,12,80.33,19.67
16.53,375,0.01,349,26,93.07,6.93
16.54,338,0.01,221,117,65.38,34.62
16.56,42,0.0,38,4,90.48,9.52
16.57,73,0.0,62,11,84.93,15.07
16.58,329,0.01,292,37,88.75,11.25
16.59,133,0.01,120,13,90.23,9.77
16.6,816,0.03,730,86,89.46,10.54
16.61,353,0.01,271,82,76.77,23.23
16.62,249,0.01,206,43,82.73,17.27
16.63,351,0.01,282,69,80.34,19.66
16.64,186,0.01,154,32,82.8,17.2
16.65,75,0.0,61,14,81.33,18.67
16.67,487,0.02,430,57,88.3,11.7
16.68,1931,0.07,1491,440,77.21,22.79
16.69,59,0.0,38,21,64.41,35.59
16.7,129,0.0,98,31,75.97,24.03
16.71,1696,0.06,1403,293,82.72,17.28
16.72,62,0.0,55,7,88.71,11.29
16.73,129,0.0,110,19,85.27,14.73
16.74,88,0.0,80,8,90.91,9.09
16.75,32,0.0,22,10,68.75,31.25
16.76,1868,0.07,1102,766,58.99,41.01
16.78,95,0.0,78,17,82.11,17.89
16.79,85,0.0,78,7,91.76,8.24
16.8,255,0.01,198,57,77.65,22.35
16.81,64,0.0,49,15,76.56,23.44
16.82,692,0.03,538,154,77.75,22.25
16.83,17,0.0,14,3,82.35,17.65
16.84,210,0.01,191,19,90.95,9.05
16.85,12,0.0,7,5,58.33,41.67
16.86,768,0.03,550,218,71.61,28.39
16.87,389,0.01,319,70,82.01,17.99
16.89,69,0.0,58,11,84.06,15.94
16.9,85,0.0,59,26,69.41,30.59
16.91,124,0.0,111,13,89.52,10.48
16.92,65,0.0,49,16,75.38,24.62
16.93,743,0.03,618,125,83.18,16.82
16.94,676,0.03,395,281,58.43,41.57
16.95,37,0.0,29,8,78.38,21.62
16.96,155,0.01,105,50,67.74,32.26
16.97,184,0.01,169,15,91.85,8.15
16.98,92,0.0,67,25,72.83,27.17
17.0,236,0.01,176,60,74.58,25.42
17.01,193,0.01,165,28,85.49,14.51
17.02,251,0.01,192,59,76.49,23.51
17.03,3246,0.12,2303,943,70.95,29.05
17.04,1658,0.06,1190,468,71.77,28.23
17.05,166,0.01,120,46,72.29,27.71
17.06,90,0.0,74,16,82.22,17.78
17.07,330,0.01,317,13,96.06,3.94
17.08,93,0.0,91,2,97.85,2.15
17.09,412,0.02,306,106,74.27,25.73
17.11,149,0.01,116,33,77.85,22.15
17.12,140,0.01,110,30,78.57,21.43
17.13,109,0.0,91,18,83.49,16.51
17.14,161,0.01,117,44,72.67,27.33
17.15,932,0.04,698,234,74.89,25.11
17.16,233,0.01,179,54,76.82,23.18
17.17,41,0.0,31,10,75.61,24.39
17.18,537,0.02,442,95,82.31,17.69
17.19,391,0.01,360,31,92.07,7.93
17.2,144,0.01,127,17,88.19,11.81
17.22,701,0.03,445,256,63.48,36.52
17.23,347,0.01,248,99,71.47,28.53
17.24,62,0.0,53,9,85.48,14.52
17.25,428,0.02,327,101,76.4,23.6
17.26,3124,0.12,2269,855,72.63,27.37
17.27,84,0.0,70,14,83.33,16.67
17.28,314,0.01,223,91,71.02,28.98
17.29,184,0.01,152,32,82.61,17.39
17.3,83,0.0,64,19,77.11,22.89
17.31,310,0.01,263,47,84.84,15.16
17.33,1133,0.04,930,203,82.08,17.92
17.34,53,0.0,46,7,86.79,13.21
17.35,20,0.0,19,1,95.0,5.0
17.36,455,0.02,326,129,71.65,28.35
17.37,3939,0.15,3331,608,84.56,15.44
17.38,653,0.02,388,265,59.42,40.58
17.39,213,0.01,182,31,85.45,14.55
17.4,747,0.03,539,208,72.16,27.84
17.41,263,0.01,213,50,80.99,19.01
17.42,278,0.01,227,51,81.65,18.35
17.44,295,0.01,286,9,96.95,3.05
17.45,148,0.01,139,9,93.92,6.08
17.46,164,0.01,146,18,89.02,10.98
17.47,926,0.03,674,252,72.79,27.21
17.48,3582,0.13,2665,917,74.4,25.6
17.49,1015,0.04,795,220,78.33,21.67
17.5,959,0.04,789,170,82.27,17.73
17.51,1712,0.06,1444,268,84.35,15.65
17.52,520,0.02,458,62,88.08,11.92
17.53,913,0.03,653,260,71.52,28.48
17.55,1401,0.05,1126,275,80.37,19.63
17.56,1632,0.06,1446,186,88.6,11.4
17.57,401,0.02,316,85,78.8,21.2
17.58,2361,0.09,1801,560,76.28,23.72
17.59,5030,0.19,4042,988,80.36,19.64
17.6,104,0.0,85,19,81.73,18.27
17.61,144,0.01,105,39,72.92,27.08
17.62,93,0.0,66,27,70.97,29.03
17.63,249,0.01,194,55,77.91,22.09
17.64,117,0.0,90,27,76.92,23.08
17.66,41,0.0,28,13,68.29,31.71
17.67,99,0.0,85,14,85.86,14.14
17.68,15,0.0,14,1,93.33,6.67
17.69,137,0.01,121,16,88.32,11.68
17.7,680,0.03,518,162,76.18,23.82
17.71,44,0.0,39,5,88.64,11.36
17.72,21,0.0,13,8,61.9,38.1
17.73,21,0.0,12,9,57.14,42.86
17.74,63,0.0,57,6,90.48,9.52
17.75,23,0.0,19,4,82.61,17.39
17.77,35,0.0,30,5,85.71,14.29
17.78,331,0.01,283,48,85.5,14.5
17.79,83,0.0,67,16,80.72,19.28
17.8,160,0.01,120,40,75.0,25.0
17.81,483,0.02,368,115,76.19,23.81
17.82,54,0.0,46,8,85.19,14.81
17.83,4,0.0,3,1,75.0,25.0
17.84,12,0.0,8,4,66.67,33.33
17.85,56,0.0,46,10,82.14,17.86
17.86,70,0.0,57,13,81.43,18.57
17.88,148,0.01,130,18,87.84,12.16
17.89,57,0.0,43,14,75.44,24.56
17.9,32,0.0,27,5,84.38,15.62
17.91,395,0.01,315,80,79.75,20.25
17.92,2220,0.08,1794,426,80.81,19.19
17.93,161,0.01,131,30,81.37,18.63
17.94,246,0.01,176,70,71.54,28.46
17.95,233,0.01,215,18,92.27,7.73
17.96,80,0.0,63,17,78.75,21.25
17.97,201,0.01,173,28,86.07,13.93
17.99,514,0.02,389,125,75.68,24.32
18.0,121,0.0,92,29,76.03,23.97
18.01,92,0.0,88,4,95.65,4.35
18.02,508,0.02,407,101,80.12,19.88
18.03,1980,0.07,1599,381,80.76,19.24
18.04,480,0.02,415,65,86.46,13.54
18.05,46,0.0,36,10,78.26,21.74
18.06,59,0.0,51,8,86.44,13.56
18.07,38,0.0,35,3,92.11,7.89
18.08,145,0.01,112,33,77.24,22.76
18.1,330,0.01,254,76,76.97,23.03
18.11,271,0.01,219,52,80.81,19.19
18.12,139,0.01,125,14,89.93,10.07
18.13,1695,0.06,1208,487,71.27,28.73
18.14,1519,0.06,1248,271,82.16,17.84
18.15,580,0.02,455,125,78.45,21.55
18.16,40,0.0,33,7,82.5,17.5
18.17,182,0.01,144,38,79.12,20.88
18.18,150,0.01,119,31,79.33,20.67
18.19,128,0.0,106,22,82.81,17.19
18.21,292,0.01,221,71,75.68,24.32
18.22,269,0.01,246,23,91.45,8.55
18.23,47,0.0,39,8,82.98,17.02
18.24,415,0.02,362,53,87.23,12.77
18.25,1885,0.07,1483,402,78.67,21.33
18.26,232,0.01,178,54,76.72,23.28
18.27,1,0.0,1,0,100.0,0.0
18.28,100,0.0,75,25,75.0,25.0
18.29,139,0.01,119,20,85.61,14.39
18.3,310,0.01,263,47,84.84,15.16
18.32,121,0.0,96,25,79.34,20.66
18.33,9,0.0,9,0,100.0,0.0
18.34,7,0.0,4,3,57.14,42.86
18.35,402,0.02,331,71,82.34,17.66
18.36,2063,0.08,1615,448,78.28,21.72
18.37,415,0.02,358,57,86.27,13.73
18.38,171,0.01,154,17,90.06,9.94
18.39,350,0.01,284,66,81.14,18.86
18.4,17,0.0,17,0,100.0,0.0
18.41,127,0.0,106,21,83.46,16.54
18.43,148,0.01,115,33,77.7,22.3
18.44,98,0.0,74,24,75.51,24.49
18.45,232,0.01,202,30,87.07,12.93
18.46,430,0.02,332,98,77.21,22.79
18.47,3581,0.13,2594,987,72.44,27.56
18.48,42,0.0,36,6,85.71,14.29
18.49,23,0.0,22,1,95.65,4.35
18.5,76,0.0,66,10,86.84,13.16
18.51,112,0.0,88,24,78.57,21.43
18.52,253,0.01,198,55,78.26,21.74
18.54,430,0.02,300,130,69.77,30.23
18.55,19,0.0,13,6,68.42,31.58
18.56,128,0.0,119,9,92.97,7.03
18.57,404,0.02,267,137,66.09,33.91
18.58,2088,0.08,1563,525,74.86,25.14
18.59,614,0.02,486,128,79.15,20.85
18.6,60,0.0,45,15,75.0,25.0
18.61,121,0.0,89,32,73.55,26.45
18.62,129,0.0,99,30,76.74,23.26
18.63,597,0.02,411,186,68.84,31.16
18.64,1411,0.05,1317,94,93.34,6.66
18.66,233,0.01,158,75,67.81,32.19
18.67,48,0.0,46,2,95.83,4.17
18.68,1411,0.05,1035,376,73.35,26.65
18.69,4089,0.15,3255,834,79.6,20.4
18.7,40,0.0,37,3,92.5,7.5
18.71,157,0.01,135,22,85.99,14.01
18.72,20,0.0,9,11,45.0,55.0
18.73,131,0.0,112,19,85.5,14.5
18.74,14,0.0,14,0,100.0,0.0
18.76,41,0.0,37,4,90.24,9.76
18.77,117,0.0,104,13,88.89,11.11
18.78,87,0.0,75,12,86.21,13.79
18.79,56,0.0,44,12,78.57,21.43
18.8,477,0.02,417,60,87.42,12.58
18.81,357,0.01,314,43,87.96,12.04
18.82,129,0.0,90,39,69.77,30.23
18.83,8,0.0,6,2,75.0,25.0
18.84,16,0.0,15,1,93.75,6.25
18.85,20,0.0,15,5,75.0,25.0
18.86,131,0.0,93,38,70.99,29.01
18.88,111,0.0,76,35,68.47,31.53
18.89,309,0.01,191,118,61.81,38.19
18.9,130,0.0,95,35,73.08,26.92
18.91,446,0.02,320,126,71.75,28.25
18.92,224,0.01,167,57,74.55,25.45
18.93,6,0.0,6,0,100.0,0.0
18.94,83,0.0,63,20,75.9,24.1
18.95,23,0.0,17,6,73.91,26.09
18.96,115,0.0,79,36,68.7,31.3
18.98,215,0.01,167,48,77.67,22.33
18.99,19,0.0,13,6,68.42,31.58
19.0,66,0.0,55,11,83.33,16.67
19.01,264,0.01,216,48,81.82,18.18
19.02,1008,0.04,799,209,79.27,20.73
19.03,137,0.01,102,35,74.45,25.55
19.04,14,0.0,12,2,85.71,14.29
19.05,6,0.0,4,2,66.67,33.33
19.06,5,0.0,2,3,40.0,60.0
19.07,85,0.0,73,12,85.88,14.12
19.09,254,0.01,207,47,81.5,18.5
19.1,98,0.0,94,4,95.92,4.08
19.11,60,0.0,47,13,78.33,21.67
19.12,691,0.03,470,221,68.02,31.98
19.13,977,0.04,747,230,76.46,23.54
19.14,41,0.0,32,9,78.05,21.95
19.15,51,0.0,34,17,66.67,33.33
19.16,20,0.0,15,5,75.0,25.0
19.17,122,0.0,84,38,68.85,31.15
19.18,66,0.0,52,14,78.79,21.21
19.2,372,0.01,237,135,63.71,36.29
19.21,17,0.0,16,1,94.12,5.88
19.22,206,0.01,131,75,63.59,36.41
19.23,485,0.02,273,212,56.29,43.71
19.24,959,0.04,773,186,80.6,19.4
19.25,50,0.0,45,5,90.0,10.0
19.26,360,0.01,320,40,88.89,11.11
19.27,527,0.02,420,107,79.7,20.3
19.28,31,0.0,28,3,90.32,9.68
19.29,123,0.0,97,26,78.86,21.14
19.31,103,0.0,81,22,78.64,21.36
19.32,154,0.01,142,12,92.21,7.79
19.33,53,0.0,41,12,77.36,22.64
19.34,146,0.01,117,29,80.14,19.86
19.35,1260,0.05,946,314,75.08,24.92
19.36,486,0.02,443,43,91.15,8.85
19.37,41,0.0,29,12,70.73,29.27
19.38,23,0.0,17,6,73.91,26.09
19.39,47,0.0,42,5,89.36,10.64
19.4,27,0.0,24,3,88.89,11.11
19.41,168,0.01,131,37,77.98,22.02
19.43,59,0.0,45,14,76.27,23.73
19.44,8,0.0,8,0,100.0,0.0
19.45,396,0.01,317,79,80.05,19.95
19.46,1730,0.07,1386,344,80.12,19.88
19.47,758,0.03,583,175,76.91,23.09
19.48,99,0.0,84,15,84.85,15.15
19.49,36,0.0,31,5,86.11,13.89
19.5,32,0.0,30,2,93.75,6.25
19.51,23,0.0,18,5,78.26,21.74
19.53,90,0.0,63,27,70.0,30.0
19.54,62,0.0,43,19,69.35,30.65
19.55,192,0.01,166,26,86.46,13.54
19.56,499,0.02,352,147,70.54,29.46
19.57,1263,0.05,1017,246,80.52,19.48
19.58,125,0.0,114,11,91.2,8.8
19.59,105,0.0,99,6,94.29,5.71
19.6,187,0.01,132,55,70.59,29.41
19.61,47,0.0,37,10,78.72,21.28
19.62,166,0.01,123,43,74.1,25.9
19.64,40,0.0,34,6,85.0,15.0
19.65,17,0.0,15,2,88.24,11.76
19.66,381,0.01,251,130,65.88,34.12
19.67,500,0.02,375,125,75.0,25.0
19.68,1585,0.06,1303,282,82.21,17.79
19.69,399,0.02,294,105,73.68,26.32
19.7,66,0.0,53,13,80.3,19.7
19.71,36,0.0,28,8,77.78,22.22
19.72,54,0.0,46,8,85.19,14.81
19.73,198,0.01,162,36,81.82,18.18
19.75,377,0.01,322,55,85.41,14.59
19.76,393,0.01,340,53,86.51,13.49
19.77,263,0.01,174,89,66.16,33.84
19.78,2771,0.1,2220,551,80.12,19.88
19.79,2918,0.11,2301,617,78.86,21.14
19.8,311,0.01,277,34,89.07,10.93
19.81,65,0.0,47,18,72.31,27.69
19.82,123,0.0,106,17,86.18,13.82
19.83,4,0.0,3,1,75.0,25.0
19.84,65,0.0,49,16,75.38,24.62
19.86,6,0.0,6,0,100.0,0.0
19.87,19,0.0,18,1,94.74,5.26
19.88,13,0.0,11,2,84.62,15.38
19.89,546,0.02,444,102,81.32,18.68
19.9,517,0.02,416,101,80.46,19.54
19.91,45,0.0,36,9,80.0,20.0
19.92,89,0.0,67,22,75.28,24.72
19.93,71,0.0,61,10,85.92,14.08
19.94,22,0.0,16,6,72.73,27.27
19.95,72,0.0,63,9,87.5,12.5
19.96,56,0.0,43,13,76.79,23.21
19.98,74,0.0,56,18,75.68,24.32
19.99,86,0.0,48,38,55.81,44.19
20.0,786,0.03,562,224,71.5,28.5
20.01,685,0.03,516,169,75.33,24.67
20.02,94,0.0,76,18,80.85,19.15
20.03,162,0.01,120,42,74.07,25.93
20.04,61,0.0,51,10,83.61,16.39
20.05,36,0.0,32,4,88.89,11.11
20.06,56,0.0,54,2,96.43,3.57
20.08,57,0.0,45,12,78.95,21.05
20.09,199,0.01,175,24,87.94,12.06
20.1,11,0.0,6,5,54.55,45.45
20.11,287,0.01,267,20,93.03,6.97
20.12,709,0.03,572,137,80.68,19.32
20.13,92,0.0,72,20,78.26,21.74
20.14,116,0.0,95,21,81.9,18.1
20.15,120,0.0,97,23,80.83,19.17
20.16,17,0.0,17,0,100.0,0.0
20.17,43,0.0,42,1,97.67,2.33
20.19,172,0.01,140,32,81.4,18.6
20.2,316,0.01,265,51,83.86,16.14
20.21,86,0.0,68,18,79.07,20.93
20.22,248,0.01,202,46,81.45,18.55
20.23,1274,0.05,1127,147,88.46,11.54
20.24,105,0.0,95,10,90.48,9.52
20.25,19,0.0,17,2,89.47,10.53
20.26,68,0.0,58,10,85.29,14.71
20.27,308,0.01,256,52,83.12,16.88
20.28,152,0.01,143,9,94.08,5.92
20.3,101,0.0,76,25,75.25,24.75
20.31,81,0.0,57,24,70.37,29.63
20.32,170,0.01,154,16,90.59,9.41
20.33,874,0.03,651,223,74.49,25.51
20.34,1544,0.06,1214,330,78.63,21.37
20.35,256,0.01,208,48,81.25,18.75
20.36,45,0.0,39,6,86.67,13.33
20.37,110,0.0,62,48,56.36,43.64
20.38,129,0.0,97,32,75.19,24.81
20.39,414,0.02,316,98,76.33,23.67
20.41,263,0.01,229,34,87.07,12.93
20.42,93,0.0,80,13,86.02,13.98
20.43,19,0.0,14,5,73.68,26.32
20.44,215,0.01,172,43,80.0,20.0
20.45,797,0.03,622,175,78.04,21.96
20.47,260,0.01,218,42,83.85,16.15
20.48,57,0.0,45,12,78.95,21.05
20.49,455,0.02,416,39,91.43,8.57
20.5,75,0.0,55,20,73.33,26.67
20.52,192,0.01,156,36,81.25,18.75
20.53,601,0.02,462,139,76.87,23.13
20.54,218,0.01,194,24,88.99,11.01
20.55,112,0.0,76,36,67.86,32.14
20.56,1376,0.05,1052,324,76.45,23.55
20.57,440,0.02,398,42,90.45,9.55
20.58,725,0.03,517,208,71.31,28.69
20.59,236,0.01,164,72,69.49,30.51
20.6,79,0.0,62,17,78.48,21.52
